"Site","Year","Rosettes","Infl","TagNew","RosNew","InflNew","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","TransectNew","InflYesNo"
"Garden Park West",2013,NA,NA,"W.1.1",NA,NA,NA,0,0,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",NA
"Garden Park West",2014,10,0,"W.1.1",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,10,0,"W.1.1",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,4,0,"W.1.1",4,0,1,4,4,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,10,0,"W.1.1",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,NA,NA,"W.1.1",NA,NA,0,0,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",NA
"Garden Park West",2004,18,18,"W.1.2",18,18,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,14,3,"W.1.2",14,3,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,7,0,"W.1.2",7,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,13,6,"W.1.2",13,6,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,10,0,"W.1.2",10,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,12,5,"W.1.2",12,5,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,25,0,"W.1.2",25,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,13,0,"W.1.2",13,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,16,0,"W.1.2",16,0,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",0
"Garden Park West",2013,4,0,"W.1.2",4,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",0
"Garden Park West",2014,18,18,"W.1.2",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,18,18,"W.1.2",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,7,0,"W.1.2",7,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,18,18,"W.1.2",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,4,0,"W.1.2",4,0,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",0
"Garden Park West",2004,8,1,"W.1.3",8,1,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,3,0,"W.1.3",3,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,5,0,"W.1.3",5,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,6,1,"W.1.3",6,1,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,15,0,"W.1.3",15,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,8,0,"W.1.3",8,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",0
"Garden Park West",2010,9,0,"W.1.3",9,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.3",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2004,2,1,"W.1.4",2,1,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,6,1,"W.1.4",6,1,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,4,0,"W.1.4",4,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,3,2,"W.1.4",5,2,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,5,0,"W.1.4",8,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,2,0,"W.1.4",3,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",0
"Garden Park West",2010,4,0,"W.1.4",7,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.4",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2004,38,26,"W.1.5",38,26,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,39,0,"W.1.5",39,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,16,0,"W.1.5",16,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,8,0,"W.1.5",19,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",0
"Garden Park West",2008,12,0,"W.1.5",21,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,25,2,"W.1.5",41,2,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,22,0,"W.1.5",22,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.5",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2012,6,2,"W.1.5",6,2,1,2,2,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",1
"Garden Park West",2013,NA,NA,"W.1.5",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",NA
"Garden Park West",2004,25,24,"W.1.6",25,24,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,23,6,"W.1.6",23,6,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,11,1,"W.1.6",11,1,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,14,1,"W.1.6",14,1,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,8,0,"W.1.6",8,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,10,2,"W.1.6",10,2,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,19,0,"W.1.6",19,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,7,0,"W.1.6",7,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,22,6,"W.1.6",22,6,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",1
"Garden Park West",2013,33,0,"W.1.6",33,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",0
"Garden Park West",2014,25,24,"W.1.6",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,25,24,"W.1.6",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,17,0,"W.1.6",17,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,25,24,"W.1.6",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,8,1,"W.1.6",8,1,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",1
"Garden Park West",2004,20,21,"W.1.7",20,21,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,25,8,"W.1.7",25,8,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,15,11,"W.1.7",15,11,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,29,7,"W.1.7",29,7,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,14,0,"W.1.7",14,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,23,0,"W.1.7",23,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",0
"Garden Park West",2010,25,0,"W.1.7",25,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,7,0,"W.1.7",7,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,NA,NA,"W.1.7",NA,NA,0,0,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",NA
"Garden Park West",2004,22,24,"W.1.8",22,24,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,21,5,"W.1.8",21,5,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,11,6,"W.1.8",11,6,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,8,7,"W.1.8",8,7,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,14,0,"W.1.8",14,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,10,5,"W.1.8",10,5,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,18,0,"W.1.8",18,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.8",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2004,13,16,"W.1.9",13,16,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,17,0,"W.1.9",17,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,10,1,"W.1.9",10,1,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,13,1,"W.1.9",13,1,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,10,0,"W.1.9",10,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,11,0,"W.1.9",11,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",0
"Garden Park West",2010,9,0,"W.1.9",9,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.9",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2012,5,1,"W.1.9",5,1,1,2,2,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",1
"Garden Park West",2013,NA,NA,"W.1.9",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",NA
"Garden Park West",2004,1,1,"W.1.10",35,16,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,NA,NA,"W.1.10",43,13,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,NA,NA,"W.1.10",25,11,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,42,4,"W.1.10",42,4,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,27,1,"W.1.10",27,1,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",1
"Garden Park West",2009,3,0,"W.1.10",39,9,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,38,0,"W.1.10",38,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,4,0,"W.1.10",4,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,26,0,"W.1.10",26,0,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",0
"Garden Park West",2013,NA,NA,"W.1.10",NA,NA,0,0,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",NA
"Garden Park West",2004,49,41,"W.1.11",49,41,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,39,18,"W.1.11",39,18,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,25,10,"W.1.11",25,10,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,41,11,"W.1.11",41,11,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,22,0,"W.1.11",22,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,21,1,"W.1.11",21,1,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,24,0,"W.1.11",24,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.11",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2004,33,38,"W.1.12",33,38,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,43,13,"W.1.12",43,13,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,8,1,"W.1.12",8,1,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,24,0,"W.1.12",24,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",0
"Garden Park West",2008,12,0,"W.1.12",12,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,NA,NA,"W.1.12",NA,NA,0,0,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",NA
"Garden Park West",2004,49,87,"W.1.13",49,87,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,69,35,"W.1.13",69,35,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,20,5,"W.1.13",20,5,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,41,15,"W.1.13",41,15,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,35,1,"W.1.13",35,1,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",1
"Garden Park West",2009,33,10,"W.1.13",33,10,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",1
"Garden Park West",2010,48,0,"W.1.13",48,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.13",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2004,1,0,"W.1.14",2,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",0
"Garden Park West",2005,4,0,"W.1.14",9,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,4,0,"W.1.14",7,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,3,0,"W.1.14",8,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",0
"Garden Park West",2008,3,0,"W.1.14",10,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,3,0,"W.1.14",9,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",0
"Garden Park West",2010,5,0,"W.1.14",15,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,3,0,"W.1.14",3,0,1,1,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",0
"Garden Park West",2012,9,0,"W.1.14",9,0,1,1,1,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",0
"Garden Park West",2013,12,0,"W.1.14",12,0,1,1,1,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",0
"Garden Park West",2014,1,0,"W.1.14",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,1,0,"W.1.14",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,11,0,"W.1.14",11,0,1,3,3,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",0
"Garden Park West",2017,1,0,"W.1.14",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,5,0,"W.1.14",5,0,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",0
"Garden Park West",2004,1,0,"W.1.15",3,0,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",0
"Garden Park West",2005,1,0,"W.1.15",6,0,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",0
"Garden Park West",2006,NA,NA,"W.1.15",5,0,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",0
"Garden Park West",2007,NA,NA,"W.1.15",5,0,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",0
"Garden Park West",2008,NA,NA,"W.1.15",4,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,NA,NA,"W.1.15",6,0,1,1,1,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",0
"Garden Park West",2010,NA,NA,"W.1.15",7,0,1,1,1,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",0
"Garden Park West",2011,NA,NA,"W.1.15",NA,NA,0,0,1,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2004,30,31,"W.1.16",30,31,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,39,8,"W.1.16",39,8,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
"Garden Park West",2006,13,1,"W.1.16",13,1,1,1,1,140.379996776581,59.0659999847412,219.822005271912,13.7335003614426,1.01350009441376,17.1732506752014,"W.1",1
"Garden Park West",2007,20,9,"W.1.16",20,9,1,1,1,167.9129986763,110.20599937439,271.362997055054,12.0925005674362,0.57800005748868,15.2220007181168,"W.1",1
"Garden Park West",2008,8,0,"W.1.16",8,0,1,1,1,98.7579970359802,102.395001411438,92.3909997940063,14.2165009975433,-0.341999981552362,15.1650006771088,"W.1",0
"Garden Park West",2009,NA,NA,"W.1.16",NA,NA,NA,0,0,138.928997993469,77.6599996089935,242.264991760254,13.3455007076263,1.95275008678436,15.1452504396439,"W.1",NA
"Garden Park West",2010,NA,NA,"W.1.16",NA,NA,NA,0,0,180.891000747681,124.465995311737,137.686000823975,11.8142503499985,-0.230499997735023,15.9162504673004,"W.1",NA
"Garden Park West",2011,NA,NA,"W.1.16",NA,NA,NA,0,0,85.2840003967285,48.1170001029968,120.632998466492,13.6962507963181,0.953500062227249,15.7627501487732,"W.1",NA
"Garden Park West",2012,NA,NA,"W.1.16",NA,NA,NA,0,0,173.437004089355,45.4470012187958,173.937003135681,13.5752507448196,1.99800008535385,17.4525008201599,"W.1",NA
"Garden Park West",2013,NA,NA,"W.1.16",NA,NA,NA,0,0,83.1720008850098,53.7239995002747,163.097997665405,13.4047504663467,0.392250008881092,15.0792510509491,"W.1",NA
"Garden Park West",2014,30,31,"W.1.16",NA,NA,NA,0,0,248.363007545471,78.2950000762939,234.223993301392,13.1542508602142,0.481249988079071,15.200001001358,"W.1",NA
"Garden Park West",2015,30,31,"W.1.16",NA,NA,NA,0,0,128.878999710083,137.038999557495,426.717010498047,12.9030002951622,2.0455000847578,15.3330008983612,"W.1",NA
"Garden Park West",2016,7,1,"W.1.16",7,1,1,8,8,116.295997619629,62.1769990921021,247.020998001099,14.6862503290176,2.50200012326241,16.1690006256104,"W.1",1
"Garden Park West",2017,30,31,"W.1.16",NA,NA,NA,0,0,117.009000301361,60.414999961853,326.344995498657,14.6460008621216,2.88675017934293,15.5090007781982,"W.1",NA
"Garden Park West",2018,11,2,"W.1.16",11,2,1,2,2,203.708003997803,38.4449987411499,155.418996810913,13.4550009965897,1.98325005173683,17.0420002937317,"W.1",1
"Garden Park West",2004,2,1,"W.1.17",8,5,1,0,0,105.83399772644,64.7270002365112,330.682995796204,13.3567508459091,2.13050012290478,15.2107503414154,"W.1",1
"Garden Park West",2005,10,2,"W.1.17",17,6,1,1,1,118.014999389648,102.725998878479,104.185001373291,12.2380005717278,1.98575010895729,15.7927503585815,"W.1",1
