"","demoyr","Site","TagNo","DFN","dbh1","ht1","dbhfromDFN","DBH","surv","lags","resurveyarea","newplt","yr","Temp.Oct.Apr.","Temp.May.Sept.","Precip.Aug.July","fog","cloud","sitetag"
"6598",2007,"MSC","4909",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4909"
"6599",2005,"MSC","4910",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4910"
"65991",2006,"MSC","4910",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4910"
"6600",2007,"MSC","4910",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4910"
"66011",2005,"MSC","4911",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4911"
"66012",2006,"MSC","4911",NA,NA,9,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4911"
"6602",2007,"MSC","4911",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4911"
"6603",2005,"MSC","4912",0.2,NA,7,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4912"
"66031",2006,"MSC","4912",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4912"
"6604",2007,"MSC","4912",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4912"
"6605",2005,"MSC","4913",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4913"
"66051",2006,"MSC","4913",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4913"
"6606",2007,"MSC","4913",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4913"
"6607",2005,"MSC","4914",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4914"
"66071",2006,"MSC","4914",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4914"
"6608",2007,"MSC","4914",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4914"
"6611",2005,"MSC","4915",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4915"
"66111",2006,"MSC","4915",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4915"
"6612",2007,"MSC","4915",0.1,NA,13,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4915"
"6613",2005,"MSC","4916",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4916"
"66131",2006,"MSC","4916",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4916"
"6614",2007,"MSC","4916",0.1,NA,16,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4916"
"6615",2005,"MSC","4917",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4917"
"66151",2006,"MSC","4917",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4917"
"6616",2007,"MSC","4917",0.1,NA,20,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4917"
"6617",2005,"MSC","4918",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4918"
"66171",2006,"MSC","4918",NA,NA,5,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4918"
"6618",2007,"MSC","4918",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4918"
"6619",2005,"MSC","4919",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4919"
"66191",2006,"MSC","4919",NA,NA,9,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4919"
"6620",2007,"MSC","4919",0.3,NA,21,0.269909413154784,0.269909413154784,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4919"
"66201",2008,"MSC","4919",NA,NA,21,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4919"
"6621",2009,"MSC","4919",0.4,NA,37,0.320086648286726,0.320086648286726,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4919"
"66211",2010,"MSC","4919",NA,NA,37,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4919"
"6622",2011,"MSC","4919",0.9,NA,76,0.570972823946435,0.570972823946435,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4919"
"66221",2012,"MSC","4919",NA,NA,76,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC4919"
"6623",2013,"MSC","4919",1.1,NA,76,0.671327294210318,0.671327294210318,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC4919"
"6624",2014,"MSC","4919",1.1,NA,123,0.671327294210318,0.671327294210318,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC4919"
"6625",2005,"MSC","4920",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4920"
"66251",2006,"MSC","4920",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4920"
"6626",2007,"MSC","4920",0.1,NA,10,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4920"
"6627",2005,"MSC","4921",0.2,NA,11,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4921"
"66271",2006,"MSC","4921",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4921"
"6628",2007,"MSC","4921",0.2,NA,30,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4921"
"66281",2008,"MSC","4921",NA,NA,30,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4921"
"6629",2009,"MSC","4921",0.5,NA,48,0.370263883418668,0.370263883418668,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4921"
"66291",2010,"MSC","4921",NA,NA,48,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4921"
"6630",2011,"MSC","4921",0.9,NA,99,0.570972823946435,0.570972823946435,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4921"
"66301",2012,"MSC","4921",NA,NA,99,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC4921"
"6631",2013,"MSC","4921",1,0.4,138,0.621150059078376,0.4,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC4921"
"6632",2014,"MSC","4921",NA,NA,129,NA,1.85834031517462,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC4921"
"6633",2005,"MSC","4922",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4922"
"66331",2006,"MSC","4922",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4922"
"6634",2007,"MSC","4922",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4922"
"6635",2005,"MSC","4923",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4923"
"66351",2006,"MSC","4923",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4923"
"6636",2007,"MSC","4923",0.1,NA,9,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4923"
"6637",2005,"MSC","4924",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4924"
"66371",2006,"MSC","4924",NA,NA,5,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4924"
"6638",2007,"MSC","4924",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4924"
"6639",2005,"MSC","4925",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4925"
"66391",2006,"MSC","4925",NA,NA,5,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4925"
"6640",2007,"MSC","4925",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4925"
"66411",2005,"MSC","4926",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4926"
"66412",2006,"MSC","4926",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4926"
"6642",2007,"MSC","4926",0.2,NA,13,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4926"
"6643",2005,"MSC","4927",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4927"
"66431",2006,"MSC","4927",NA,NA,9,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4927"
"6644",2007,"MSC","4927",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4927"
"6645",2005,"MSC","4928",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4928"
"66451",2006,"MSC","4928",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4928"
"6646",2007,"MSC","4928",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4928"
"6647",2005,"MSC","4929",0.2,NA,6,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4929"
"66471",2006,"MSC","4929",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4929"
"6648",2007,"MSC","4929",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4929"
"6649",2005,"MSC","4930",0.1,NA,6,0.169554942890901,0.169554942890901,0,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4930"
"66511",2005,"MSC","4931",0.2,NA,13,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4931"
"66512",2006,"MSC","4931",NA,NA,13,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4931"
"6652",2007,"MSC","4931",0.2,NA,23,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4931"
"66521",2008,"MSC","4931",NA,NA,23,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4931"
"6653",2009,"MSC","4931",0.4,NA,34,0.320086648286726,0.320086648286726,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4931"
"66531",2010,"MSC","4931",NA,NA,34,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4931"
"6654",2011,"MSC","4931",0.7,NA,70,0.470618353682551,0.470618353682551,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4931"
"66541",2012,"MSC","4931",NA,NA,70,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC4931"
"6655",2013,"MSC","4931",0.7,NA,89,0.470618353682551,0.470618353682551,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC4931"
"6656",2014,"MSC","4931",0.9,NA,90,0.570972823946435,0.570972823946435,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC4931"
"6657",2005,"MSC","4932",0.2,NA,7,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4932"
"66571",2006,"MSC","4932",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4932"
"6658",2007,"MSC","4932",0.2,NA,19,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4932"
"66581",2008,"MSC","4932",NA,NA,19,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4932"
"6659",2009,"MSC","4932",0.4,NA,29,0.320086648286726,0.320086648286726,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4932"
"66591",2010,"MSC","4932",NA,NA,29,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4932"
"6660",2011,"MSC","4932",0.6,NA,61,0.42044111855061,0.42044111855061,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4932"
"66601",2012,"MSC","4932",NA,NA,61,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC4932"
"66611",2013,"MSC","4932",1.3,NA,61,0.771681764474201,0.771681764474201,1,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC4932"
"6662",2014,"MSC","4932",0.8,NA,86,0.520795588814493,0.520795588814493,0,1,1,0,2014,15.686,15.44,354.61,12973.756,10639.12,"MSC4932"
"6663",2005,"MSC","4933",0.2,NA,5,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4933"
"66631",2006,"MSC","4933",NA,NA,5,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4933"
"6664",2007,"MSC","4933",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4933"
"6665",2005,"MSC","4934",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4934"
"66651",2006,"MSC","4934",NA,NA,5,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4934"
"6666",2007,"MSC","4934",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4934"
"6667",2005,"MSC","4935",0.1,NA,4,0.169554942890901,0.169554942890901,0,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4935"
"6669",2005,"MSC","4936",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4936"
"66691",2006,"MSC","4936",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4936"
"6670",2007,"MSC","4936",NA,NA,NA,NA,NA,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4936"
"66711",2005,"MSC","4937",0.1,NA,6,0.169554942890901,0.169554942890901,0,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4937"
"6674",2005,"MSC","4938",0.1,NA,10,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4938"
"66741",2006,"MSC","4938",NA,NA,10,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4938"
"6675",2007,"MSC","4938",0.1,NA,11,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4938"
"6676",2005,"MSC","4939",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4939"
"66761",2006,"MSC","4939",NA,NA,9,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4939"
"6677",2007,"MSC","4939",0.1,NA,12,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4939"
"6678",2005,"MSC","4940",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4940"
"66781",2006,"MSC","4940",NA,NA,9,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4940"
"6679",2007,"MSC","4940",0.2,NA,14,0.219732178022843,0.219732178022843,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4940"
"66791",2008,"MSC","4940",NA,NA,14,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4940"
"6680",2009,"MSC","4940",0.3,NA,16,0.269909413154784,0.269909413154784,1,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4940"
"66801",2010,"MSC","4940",NA,NA,16,NA,NA,NA,0,1,0,2010,12.971,13.52,797.16,10810.442,6033.497,"MSC4940"
"6681",2011,"MSC","4940",0.3,NA,14,0.269909413154784,0.269909413154784,1,2,1,0,2011,12.9,14.78,340.13,10342.664,7190.291,"MSC4940"
"66811",2012,"MSC","4940",NA,NA,14,NA,NA,NA,0,1,0,2012,13.814,15.58,228.58,11340.241,8652.612,"MSC4940"
"6682",2013,"MSC","4940",0.3,NA,14,0.269909413154784,0.269909413154784,0,2,1,0,2013,14.357,16.06,192.27,12276.104,7806.735,"MSC4940"
"6683",2005,"MSC","4941",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4941"
"66831",2006,"MSC","4941",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4941"
"6684",2007,"MSC","4941",0.1,NA,13,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4941"
"6685",2005,"MSC","4942",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4942"
"66851",2006,"MSC","4942",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4942"
"6686",2007,"MSC","4942",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4942"
"6687",2005,"MSC","4943",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4943"
"66871",2006,"MSC","4943",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4943"
"6688",2007,"MSC","4943",0.2,NA,8,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4943"
"6689",2005,"MSC","4944",0.2,NA,7,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4944"
"66891",2006,"MSC","4944",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4944"
"6690",2007,"MSC","4944",0.2,NA,14,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4944"
"6691",2005,"MSC","4945",0.2,NA,9,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4945"
"66911",2006,"MSC","4945",NA,NA,9,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4945"
"6692",2007,"MSC","4945",0.2,NA,19,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4945"
"6693",2005,"MSC","4946",0.2,NA,7,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4946"
"66931",2006,"MSC","4946",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4946"
"6694",2007,"MSC","4946",0.1,NA,9,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4946"
"6695",2005,"MSC","4947",0.1,NA,5,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4947"
"66951",2006,"MSC","4947",NA,NA,5,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4947"
"6696",2007,"MSC","4947",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4947"
"6697",2005,"MSC","4948",0.1,NA,7,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4948"
"66971",2006,"MSC","4948",NA,NA,7,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4948"
"6698",2007,"MSC","4948",0.2,NA,10,0.219732178022843,0.219732178022843,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4948"
"6699",2005,"MSC","4949",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4949"
"66991",2006,"MSC","4949",NA,NA,9,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4949"
"6700",2007,"MSC","4949",0.1,NA,11,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4949"
"6701",2005,"MSC","4950",0.1,NA,9,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4950"
"67011",2006,"MSC","4950",NA,NA,9,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4950"
"6702",2007,"MSC","4950",0.1,NA,14,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4950"
"6703",2005,"MSC","4951",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4951"
"67031",2006,"MSC","4951",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4951"
"6704",2007,"MSC","4951",0.1,NA,12,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4951"
"6705",2005,"MSC","4952",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4952"
"67051",2006,"MSC","4952",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4952"
"6706",2007,"MSC","4952",0.1,NA,16,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4952"
"6707",2005,"MSC","4953",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4953"
"67071",2006,"MSC","4953",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4953"
"6708",2007,"MSC","4953",0.1,NA,13,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4953"
"6709",2005,"MSC","4954",0.1,NA,11,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4954"
"67091",2006,"MSC","4954",NA,NA,11,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4954"
"6710",2007,"MSC","4954",0.1,NA,13,0.169554942890901,0.169554942890901,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4954"
"6711",2005,"MSC","4955",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4955"
"67111",2006,"MSC","4955",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4955"
"6712",2007,"MSC","4955",0.1,NA,NA,0.169554942890901,0.169554942890901,1,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4955"
"67121",2008,"MSC","4955",NA,NA,NA,NA,NA,NA,0,1,0,2008,13.414,15.54,283.43,11309.636,7882.062,"MSC4955"
"6713",2009,"MSC","4955",NA,NA,NA,NA,NA,0,2,1,0,2009,12.529,13.44,595.35,11625.308,9276.037,"MSC4955"
"6715",2005,"MSC","4956",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4956"
"67151",2006,"MSC","4956",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4956"
"6716",2007,"MSC","4956",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4956"
"6717",2005,"MSC","4957",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4957"
"67171",2006,"MSC","4957",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4957"
"6718",2007,"MSC","4957",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4957"
"6719",2005,"MSC","4958",0.1,NA,8,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4958"
"67191",2006,"MSC","4958",NA,NA,8,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4958"
"6720",2007,"MSC","4958",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4958"
"6721",2005,"MSC","4959",0.1,NA,6,0.169554942890901,0.169554942890901,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4959"
"67211",2006,"MSC","4959",NA,NA,6,NA,NA,NA,0,1,1,2006,13.271,14.92,199.38,11801.273,10143.376,"MSC4959"
"6722",2007,"MSC","4959",NA,NA,NA,NA,NA,0,2,1,0,2007,12.729,14.86,353.13,10910.287,9311.544,"MSC4959"
"6723",2005,"MSC","4960",0.2,NA,8,0.219732178022843,0.219732178022843,1,0,1,1,2005,13.057,14.78,482.06,10577.29,8228.298,"MSC4960"
